## source: http://pathways.mcdb.ucla.edu/algal/id_conversion.html
JGI_v5.3.1_ID	JGI_v5.5_ID
Cre08.g374950	Cre08.g374950.t1.1
g8378	Cre08.g358562.t1.1
Cre08.g364050	Cre08.g364050.t1.2
g8888	Cre08.g377450.t1.1
g8693	Cre08.g371052.t1.1, Cre08.g371052.t2.1
g8693	Cre08.g371052.t1.1, Cre08.g371052.t2.1
g8767	Cre08.g373360.t1.1
Cre08.g385951	Cre08.g385951.t1.2
Cre08.g369350	Cre08.g369350.t1.1
Cre08.g360450	Cre08.g360450.t1.1
Cre08.g364862	Cre08.g364862.t1.2
Cre08.g367600	Cre08.g367600.t1.2
g8551	Cre08.g365204.t1.1
Cre08.g365600	Cre08.g365600.t1.2
g8539	Cre08.g364726.t1.1
g8924	Cre08.g379163.t1.1
Cre08.g372750	Cre08.g372750.t1.1
g8783	Cre08.g373372.t1.1
g8907	Cre08.g378417.t2.1, Cre08.g378417.t1.1
g8907	Cre08.g378417.t2.1, Cre08.g378417.t1.1
Cre08.g383150	Cre08.g383150.t1.2
g8842	Cre08.g375301.t1.1
Cre08.g381800	Cre08.g381800.t1.1
g8711	Cre08.g371879.t1.1
Cre08.g372100	Cre08.g372100.t1.2
Cre08.g375700	Cre08.g375700.t1.1
Cre08.g376950	Cre08.g376950.t1.1
g9007	Cre08.g382620.t1.1
Cre08.g380550	Cre08.g380550.t1.2
g8355	Cre08.g358539.t1.1
Cre08.g370050	Cre08.g370050.t1.1
g8990	Cre08.g382100.t1.2
Cre08.g376500	Cre08.g376500.t1.2
Cre08.g368200	Cre08.g368200.t1.2
g8762	Cre08.g373355.t1.1
g8662	Cre08.g369683.t1.1
g8665	Cre08.g369740.t1.1, Cre08.g369740.t2.1
g8665	Cre08.g369740.t1.1, Cre08.g369740.t2.1
g8685	Cre08.g370650.t1.2
Cre08.g384050	Cre08.g384050.t1.2
g8343	Cre08.g358526.t1.1
Cre08.g361850	Cre08.g361850.t1.2
Cre08.g361450	Cre08.g361450.t1.2
g8773	Cre08.g373364.t1.1
Cre08.g379150	Cre08.g379150.t1.2
Cre08.g366850	Cre08.g366850.t1.1
Cre08.g358150	Cre08.g358150.t1.2
Cre08.g378900	Cre08.g378900.t1.2
g9068	N/A
Cre08.g385400	Cre08.g385400.t1.2, Cre08.g385400.t2.1
Cre08.g363200	Cre08.g363200.t1.2
Cre08.g380150	Cre08.g380151.t1.1
Cre08.g363050	Cre08.g363050.t1.2
Cre08.g376450	Cre08.g376450.t1.2
Cre08.g371800	Cre08.g371800.t1.2
Cre08.g377050	Cre08.g377050.t1.1
g8396	Cre08.g358581.t1.1
Cre08.g382450	Cre08.g382450.t1.2
Cre08.g376100	Cre08.g376100.t1.2
Cre08.g370150	Cre08.g370150.t1.1
Cre08.g372550	Cre08.g372550.t1.1
Cre08.g359250	Cre08.g359250.t1.2
Cre08.g366900	Cre08.g366900.t1.2
Cre08.g375950	Cre08.g375950.t1.1
Cre08.g368000	Cre08.g368000.t1.1
Cre08.g377900	Cre08.g377900.t1.2
g9049	Cre08.g384550.t1.1
Cre08.g373150	Cre08.g373150.t1.1
g8686	Cre08.g370700.t1.2
Cre08.g366700	Cre08.g366700.t1.1
Cre08.g367100	Cre08.g367100.t1.1
g8380	Cre08.g358564.t1.1
g8408	N/A
Cre08.g358950	Cre08.g358950.t1.1, Cre08.g358950.t2.1
Cre08.g379500	Cre08.g379500.t1.1
Cre08.g365800	Cre08.g365800.t1.1
g8836	Cre08.g375000.t1.1
Cre08.g366000	Cre08.g366000.t1.2
g8413	Cre08.g359166.t1.1
Cre08.g358750	Cre08.g358751.t1.1
Cre08.g361500	Cre08.g361500.t1.2
Cre08.g383400	Cre08.g383400.t1.1
Cre08.g366250	Cre08.g366250.t1.1
Cre08.g385000	Cre08.g385000.t1.2
Cre08.g358800	Cre08.g358800.t1.2
Cre08.g379000	Cre08.g379000.t1.2
Cre08.g376400	Cre08.g376400.t1.1
g8930	Cre08.g379300.t1.1
Cre08.g382650	Cre08.g382650.t1.1
Cre08.g364100	Cre08.g364100.t1.2
Cre08.g378050	Cre08.g378050.t1.2
Cre08.g381350	Cre08.g381350.t1.2
Cre08.g382050	Cre08.g382050.t1.1
Cre08.g380250	Cre08.g380250.t1.2
Cre08.g375250	Cre08.g375250.t1.1
Cre08.g375600	Cre08.g375600.t1.2
g8755	Cre08.g373348.t2.1, Cre08.g373348.t1.1
g8755	Cre08.g373348.t2.1, Cre08.g373348.t1.1
g8368	Cre08.g358552.t1.1
Cre08.g362600	Cre08.g362600.t1.2
g8527	Cre08.g364151.t1.1
Cre08.g364300	Cre08.g364300.t1.2
Cre08.g365750	Cre08.g365750.t1.1
Cre08.g368600	Cre08.g368600.t1.1
g9047	Cre08.g384390.t1.1
g8684	Cre08.g370601.t1.1
Cre08.g385950	Cre08.g385950.t1.1
Cre08.g378400	Cre08.g378400.t1.2
Cre08.g365350	Cre08.g365351.t1.1
Cre08.g360650	Cre08.g360650.t1.2
g8781	Cre08.g373371.t1.1
Cre08.g374050	Cre08.g374050.t1.2
Cre08.g367250	Cre08.g367250.t1.1
g8375	Cre08.g358559.t1.1
g9020	Cre08.g383101.t1.1
Cre08.g362550	Cre08.g362550.t1.2
g8894	N/A
Cre08.g377750	Cre08.g377750.t2.1, Cre08.g377750.t1.1
g8342	Cre08.g358525.t1.1
Cre08.g385650	Cre08.g385650.t1.2
g8660	Cre08.g369650.t1.1
Cre08.g383750	Cre08.g383750.t1.1, Cre08.g383750.t2.1
g9033	N/A
Cre08.g382150	Cre08.g382150.t1.1
g8790	Cre08.g373377.t1.1
Cre08.g359750	Cre08.g359750.t2.1, Cre08.g359750.t1.2
g8426	N/A
Cre08.g371750	Cre08.g371751.t1.1
Cre08.g361800	Cre08.g361800.t1.2
Cre08.g377100	Cre08.g377100.t1.2
g8877	N/A
Cre08.g376900	Cre08.g376900.t2.1, Cre08.g376900.t1.1
Cre08.g375801	Cre08.g375801.t1.1
Cre08.g363500	Cre08.g363500.t1.2
g8939	Cre08.g379700.t1.2
Cre08.g361150	Cre08.g361150.t1.2
Cre08.g377000	Cre08.g377000.t1.2
g8365	Cre08.g358548.t1.1
Cre08.g374450	Cre08.g374450.t1.1
Cre08.g381150	Cre08.g381150.t1.2
Cre08.g362100	Cre08.g362100.t1.1
g8412	Cre08.g359133.t1.1
g8349	Cre08.g358532.t1.1
g8776	Cre08.g373366.t1.1
g8661	Cre08.g369667.t1.1
Cre08.g372250	Cre08.g372250.t1.2
g8395	Cre08.g358580.t1.1
Cre08.g371000	Cre08.g371000.t1.1
g8328	Cre08.g358126.t1.1
Cre08.g383600	Cre08.g383600.t1.1
g8394	Cre08.g358579.t1.1
Cre08.g374000	Cre08.g374000.t1.2
Cre08.g361050	Cre08.g361050.t1.2
g8587	N/A
Cre08.g366500	Cre08.g366500.t1.2, Cre08.g366500.t2.1
Cre08.g363000	Cre08.g363000.t1.2
Cre08.g362850	Cre08.g362850.t1.1
g8687	N/A
Cre08.g370750	Cre08.g370750.t2.1, Cre08.g370750.t1.1
Cre08.g385150	Cre08.g385150.t1.1
g8335	N/A
Cre08.g358400	Cre08.g358400.t2.1, Cre08.g358400.t1.1
g8389	Cre08.g358574.t1.1
Cre08.g382850	Cre08.g382850.t1.2
Cre08.g372600	Cre08.g372600.t1.2
Cre08.g367500	Cre08.g367500.t1.1
g8388	Cre08.g358573.t1.1
g8566	Cre08.g365632.t1.1
Cre08.g366050	Cre08.g366050.t1.2
Cre08.g374800	Cre08.g374800.t1.2
g8832	Cre08.g374926.t1.1
Cre08.g360150	Cre08.g360150.t1.1
Cre08.g364850	Cre08.g364850.t1.1
g8968	N/A
Cre08.g384500	Cre08.g384500.t1.2
g8629	Cre08.g368226.t1.1
Cre08.g375150	Cre08.g375150.t1.1
g8697	Cre08.g371301.t1.1
Cre08.g384864	Cre08.g384864.t1.2
g8409	N/A
Cre08.g359000	Cre08.g359000.t1.2, Cre08.g359000.t2.1
g8947	N/A
Cre08.g380100	Cre08.g380100.t2.1, Cre08.g380100.t1.2
Cre08.g378950	Cre08.g378950.t1.1
g8552	Cre08.g365205.t2.1, Cre08.g365205.t1.1
g8552	Cre08.g365205.t2.1, Cre08.g365205.t1.1
Cre08.g380850	Cre08.g380850.t1.2
g18395	Cre45.g760847.t1.1
g18396	Cre45.g760897.t1.1
g18394	Cre45.g760797.t1.1
g18237	Cre23.g754647.t1.1
g18229	Cre23.g754297.t1.1
g18242	Cre23.g754847.t1.1
g18236	Cre23.g754597.t1.1
g18231	Cre23.g754397.t1.1
g18238	Cre23.g754697.t1.1, Cre23.g754697.t2.1
g18238	Cre23.g754697.t1.1, Cre23.g754697.t2.1
g18246	Cre23.g755047.t1.1
g18244	Cre23.g754947.t1.1
g18240	Cre23.g754747.t1.1
g18245	Cre23.g754997.t1.1
g18234	Cre23.g754497.t1.1
g18230	Cre23.g754347.t1.1
g18243	Cre23.g754897.t1.1
g18235	Cre23.g754547.t1.1
g18232	Cre23.g754447.t1.1
g18241	Cre23.g754797.t1.1
g7783	Cre07.g334200.t1.2
Cre07.g314950	Cre07.g315000.t1.1
g7563	Cre07.g325748.t1.1
g7389	Cre07.g319452.t1.1
g8063	Cre07.g346525.t1.1
Cre07.g319300	Cre07.g319300.t1.1
g7686	Cre07.g330276.t1.1
Cre07.g324700	Cre07.g324700.t1.2
Cre07.g342850	Cre07.g342850.t1.2
Cre07.g341650	Cre07.g341650.t1.2
Cre07.g355800	Cre07.g355800.t1.1
Cre07.g325050	Cre07.g325050.t1.1
g7967	Cre07.g341251.t1.1
Cre07.g341000	Cre07.g341000.t1.1
Cre07.g352213	Cre07.g352213.t1.2
Cre07.g343150	Cre07.g343150.t1.1
Cre07.g348950	Cre07.g348951.t1.1
g7295	Cre07.g315326.t1.1
Cre07.g312750	Cre07.g312750.t1.2
Cre07.g345031	Cre07.g345031.t1.2
Cre07.g356550	Cre07.g356550.t1.1, Cre07.g356550.t2.1
g8289	N/A
g7555	Cre07.g325740.t1.1
Cre07.g347050	Cre07.g347050.t1.2
Cre07.g353550	Cre07.g353550.t1.2
Cre07.g347650	Cre07.g347650.t1.2
g7570	Cre07.g325756.t1.1
g7881	N/A
Cre07.g338800	Cre07.g338800.t1.1, Cre07.g338800.t2.1
Cre07.g329250	Cre07.g329250.t1.1
Cre07.g354800	Cre07.g354800.t1.1
Cre07.g338450	Cre07.g338451.t1.1
g7795	Cre07.g334776.t1.1
Cre07.g327250	Cre07.g327250.t1.1
Cre07.g351700	Cre07.g351700.t1.2
Cre07.g353250	Cre07.g353250.t1.2
Cre07.g321650	Cre07.g321650.t1.2
Cre07.g323350	Cre07.g323350.t1.2
Cre07.g356050	Cre07.g356050.t1.1
g7596	Cre07.g326626.t1.1
Cre07.g334100	Cre07.g334100.t1.1
Cre07.g325850	Cre07.g325850.t1.1
g7768	Cre07.g333711.t1.1
Cre07.g328350	Cre07.g328350.t1.2
g7506	Cre07.g324932.t1.1
g8226	N/A
Cre07.g353600	Cre07.g353600.t1.2, Cre07.g353600.t2.1
Cre07.g329450	Cre07.g329450.t2.1, Cre07.g329450.t1.2
g7663	N/A
Cre07.g321050	Cre07.g321050.t1.1
Cre07.g323300	Cre07.g323300.t1.1
g7246	Cre07.g313122.t1.1
Cre07.g318400	Cre07.g318400.t1.1
Cre07.g345950	Cre07.g345950.t1.1
Cre07.g348500	Cre07.g348500.t1.1
Cre07.g316900	Cre07.g316900.t1.1
g7614	Cre07.g327333.t1.1
Cre07.g347400	Cre07.g347400.t1.2
Cre07.g340050	Cre07.g340050.t1.1
g7707	Cre07.g331250.t1.1
Cre07.g347950	Cre07.g347950.t1.2
Cre07.g314550	Cre07.g314550.t1.2
Cre07.g357486	Cre07.g357486.t1.2
Cre07.g321950	Cre07.g321951.t1.1
Cre07.g333350	Cre07.g333350.t1.2
Cre07.g318000	Cre07.g318000.t1.2
g7560	Cre07.g325745.t1.1
Cre07.g326800	Cre07.g326800.t1.1
Cre07.g316350	Cre07.g316350.t1.2
Cre07.g344600	Cre07.g344600.t1.2
g7772	Cre07.g333781.t1.1
Cre07.g312300	Cre07.g312300.t1.2
Cre07.g328250	Cre07.g328250.t1.2
Cre07.g335950	Cre07.g335950.t1.2
g7252	Cre07.g313302.t1.1
Cre07.g357300	Cre07.g357300.t1.2
g7367	Cre07.g318702.t1.1
Cre07.g319600	Cre07.g319600.t1.2
g7867	Cre07.g338150.t1.1
Cre07.g339100	Cre07.g339100.t1.1
g8321	Cre07.g357850.t1.2
Cre07.g333150	Cre07.g333150.t1.2
g8209	Cre07.g352976.t1.1
Cre07.g355700	Cre07.g355700.t1.2
Cre07.g330750	Cre07.g330750.t1.1
Cre07.g357750	Cre07.g357750.t2.1, Cre07.g357750.t1.2
g8319	N/A
Cre07.g325650	Cre07.g325650.t1.2
Cre07.g319550	Cre07.g319550.t1.1
Cre07.g328600	Cre07.g328600.t1.1
Cre07.g340400	Cre07.g340400.t1.2
g7250	Cre07.g313206.t1.1, Cre07.g313206.t2.1
g7250	Cre07.g313206.t1.1, Cre07.g313206.t2.1
Cre07.g337150	Cre07.g337150.t1.2
Cre07.g337650	Cre07.g337650.t1.2
Cre07.g349850	Cre07.g349850.t1.2
Cre07.g330850	Cre07.g330850.t1.1
Cre07.g346200	Cre07.g346200.t1.2
g7543	Cre07.g325728.t1.1
g8244	Cre07.g354400.t1.1
g7535	Cre07.g325721.t1.1
Cre07.g340600	Cre07.g340600.t1.1
Cre07.g339200	Cre07.g339200.t2.1, Cre07.g339200.t1.2
g7890	N/A
Cre07.g356600	Cre07.g356600.t1.2
Cre07.g332150	Cre07.g332150.t1.2
Cre07.g317200	Cre07.g317201.t1.1
Cre07.g349050	Cre07.g349050.t1.2
Cre07.g348400	Cre07.g348400.t1.1
Cre07.g351100	Cre07.g351100.t1.2
g7528	Cre07.g325714.t1.1
Cre07.g327000	Cre07.g327000.t1.2
Cre07.g356200	Cre07.g356200.t1.1
g7960	Cre07.g341553.t1.1
Cre07.g353200	Cre07.g353200.t1.1
Cre07.g344200	Cre07.g344200.t1.2
Cre07.g331900	Cre07.g331900.t1.2
Cre07.g354000	Cre07.g354000.t1.2
Cre07.g323150	Cre07.g323150.t1.2
Cre07.g316100	Cre07.g316100.t1.1
Cre07.g343300	Cre07.g343300.t1.1
Cre07.g338550	Cre07.g338550.t1.1
g7823	Cre07.g336100.t1.2
g8042	Cre07.g345600.t1.1
Cre07.g350300	Cre07.g350300.t1.2
Cre07.g331450	Cre07.g331450.t1.1
Cre07.g319000	Cre07.g319000.t1.1
g7380	Cre07.g319226.t1.1
Cre07.g350000	Cre07.g350000.t1.1
g7989	Cre07.g343466.t1.1
g8035	Cre07.g345300.t1.1
g7672	Cre07.g329767.t1.1
Cre07.g329950	Cre07.g329950.t1.1
Cre07.g349450	Cre07.g349450.t1.1
Cre07.g350500	Cre07.g350500.t1.2
Cre07.g322800	Cre07.g322800.t1.2
Cre07.g317800	Cre07.g317800.t1.2, Cre07.g317800.t2.1
g7347	N/A
Cre07.g351150	Cre07.g351150.t1.2
Cre07.g357550	Cre07.g357550.t1.2
g7673	Cre07.g329783.t1.1
g7569	Cre07.g325755.t1.1
g8123	Cre07.g349152.t1.1, Cre07.g349152.t2.1
g8123	Cre07.g349152.t1.1, Cre07.g349152.t2.1
Cre07.g326200	Cre07.g326200.t1.2
Cre07.g334650	Cre07.g334650.t1.1
g7436	N/A
Cre07.g321750	Cre07.g321750.t2.1, Cre07.g321750.t1.2
Cre07.g342200	Cre07.g342200.t1.2
Cre07.g339450	Cre07.g339450.t1.1
g7923	N/A
Cre07.g340700	Cre07.g340700.t2.1, Cre07.g340700.t1.1
g8112	N/A
Cre07.g348700	Cre07.g348700.t2.1, Cre07.g348700.t1.2
Cre07.g345150	Cre07.g345150.t1.2
Cre07.g352450	Cre07.g352450.t1.2
g7994	Cre07.g343626.t1.1
Cre07.g346950	Cre07.g346950.t1.1
g7387	Cre07.g319350.t1.1, Cre07.g319350.t2.1
g7387	Cre07.g319350.t1.1, Cre07.g319350.t2.1
Cre07.g340200	Cre07.g340200.t1.1
Cre07.g333900	Cre07.g333900.t1.1
Cre07.g352750	Cre07.g352750.t1.2
g7626	Cre07.g327850.t1.1
Cre07.g341750	Cre07.g341750.t1.2
Cre07.g325700	Cre07.g325700.t1.2
Cre07.g344771	Cre07.g344771.t1.2
Cre07.g351600	Cre07.g351600.t1.2
Cre07.g330350	Cre07.g330350.t1.1
Cre07.g353837	Cre07.g353837.t1.2
Cre07.g350600	Cre07.g350600.t1.1
Cre07.g338665	Cre07.g338665.t1.2
g7540	Cre07.g325725.t1.1
g7549	Cre07.g325734.t1.1
Cre07.g326600	Cre07.g326600.t1.2
Cre07.g316150	Cre07.g316150.t1.1
g7259	Cre07.g313650.t2.1, Cre07.g313650.t1.1
g7259	Cre07.g313650.t2.1, Cre07.g313650.t1.1
Cre07.g322450	Cre07.g322450.t1.1
Cre07.g314200	Cre07.g314200.t1.1
Cre07.g313900	Cre07.g313900.t1.1
Cre07.g317550	Cre07.g317550.t1.1
Cre07.g346450	Cre07.g346450.t1.1
Cre07.g330400	Cre07.g330400.t1.1
Cre07.g353350	Cre07.g353350.t1.1
Cre07.g336500	Cre07.g336500.t1.1
g7442	Cre07.g322050.t1.2
g7902	N/A
Cre07.g339750	Cre07.g339750.t1.2, Cre07.g339750.t2.1
g7938	Cre07.g342402.t1.1
Cre07.g333500	Cre07.g333500.t1.2
Cre07.g327200	Cre07.g327200.t1.1
Cre07.g322500	Cre07.g322500.t1.2
g7523	Cre07.g325709.t1.1
Cre07.g342100	Cre07.g342100.t1.2
Cre07.g333950	Cre07.g333950.t1.2
Cre07.g314650	Cre07.g314650.t1.2
Cre07.g331750	Cre07.g331750.t1.2
Cre07.g324100	Cre07.g324100.t1.1
Cre07.g344550	Cre07.g344550.t1.2
Cre07.g328200	Cre07.g328200.t1.2
Cre07.g318600	Cre07.g318600.t1.2
Cre07.g314700	Cre07.g314700.t1.2
Cre07.g335850	Cre07.g335850.t1.2
Cre07.g316526	Cre07.g316526.t1.2
Cre07.g335050	Cre07.g335050.t1.1
Cre07.g337300	Cre07.g337300.t1.1
g7552	Cre07.g325737.t1.1
g7665	N/A
Cre07.g329500	Cre07.g329500.t2.1, Cre07.g329500.t1.2
Cre07.g315400	Cre07.g315400.t1.1
Cre07.g332900	Cre07.g332901.t1.1
g8299	Cre07.g356970.t2.1, Cre07.g356970.t1.1
g8299	Cre07.g356970.t2.1, Cre07.g356970.t1.1
Cre07.g338900	Cre07.g338900.t1.1
Cre07.g319900	Cre07.g319900.t1.1
Cre07.g338350	Cre07.g338350.t1.2
Cre07.g343050	Cre07.g343050.t1.2
Cre07.g315650	Cre07.g315650.t1.2
Cre07.g335900	Cre07.g335900.t1.2
Cre07.g357350	Cre07.g357350.t1.2
Cre07.g357900	Cre07.g357900.t1.2
g7833	N/A
Cre07.g336600	Cre07.g336600.t1.1, Cre07.g336600.t2.1
Cre07.g334850	Cre07.g334851.t1.1
Cre07.g320100	Cre07.g320100.t1.1
Cre07.g324350	Cre07.g324350.t1.1
Cre07.g353000	Cre07.g353000.t1.2
Cre07.g349950	Cre07.g349950.t1.1
Cre07.g337900	Cre07.g337900.t1.1
g7238	Cre07.g312817.t1.1
Cre07.g320400	Cre07.g320400.t1.2
g8173	Cre07.g351300.t1.2
Cre07.g344150	Cre07.g344150.t1.1
Cre07.g328750	Cre07.g328750.t1.2
Cre07.g345700	Cre07.g345700.t1.2
Cre07.g320900	Cre07.g320900.t1.2
Cre07.g354300	Cre07.g354301.t1.1
g7936	Cre07.g342450.t1.1
Cre07.g334564	Cre07.g334575.t1.1
g7704	N/A
g7704	N/A
Cre07.g331114	Cre07.g331114.t1.2, Cre07.g331114.t2.1, Cre07.g331114.t3.1
g7376	Cre07.g319050.t1.2
Cre07.g349750	Cre07.g349750.t1.2
g7991	Cre07.g343534.t1.1
Cre07.g356400	Cre07.g356400.t1.2
g7588	Cre07.g326300.t1.2
Cre07.g325300	Cre07.g325300.t1.1
Cre07.g322350	Cre07.g322350.t1.1
Cre07.g339550	Cre07.g339550.t1.1
Cre07.g355150	Cre07.g355150.t1.1
Cre07.g329882	Cre07.g329882.t1.1
g7537	Cre07.g325723.t1.1
Cre07.g353700	Cre07.g353700.t1.2
Cre07.g332800	Cre07.g332800.t1.2
g7789	Cre07.g334550.t1.2
Cre07.g343900	Cre07.g343900.t1.2
g8315	Cre07.g357576.t1.1
Cre07.g356700	Cre07.g356700.t1.1
Cre07.g316800	Cre07.g316800.t1.2
Cre07.g327400	Cre07.g327400.t1.1
g7962	Cre07.g341555.t1.1
Cre07.g347500	Cre07.g347500.t1.1
Cre07.g323650	Cre07.g323650.t1.2
g8011	Cre07.g344260.t1.2
Cre07.g318350	Cre07.g318350.t1.2
Cre07.g354050	Cre07.g354050.t2.1, Cre07.g354050.t1.1
g8236	N/A
Cre07.g320950	Cre07.g320950.t1.2
Cre07.g347200	Cre07.g347200.t1.1
Cre07.g321850	Cre07.g321850.t1.2
Cre07.g317300	Cre07.g317300.t1.1
g8121	Cre07.g349119.t1.1
Cre07.g326900	Cre07.g326900.t1.2
Cre07.g321350	Cre07.g321350.t1.2
Cre07.g332550	Cre07.g332550.t1.2
Cre07.g347100	Cre07.g347100.t1.2
Cre07.g323800	Cre07.g323800.t1.2
Cre07.g354650	Cre07.g354650.t1.2
Cre07.g313050	Cre07.g313050.t1.1
g8178	Cre07.g351550.t1.1
g7539	Cre07.g325724.t1.1, Cre07.g325724.t2.1
g7539	Cre07.g325724.t1.1, Cre07.g325724.t2.1
Cre07.g326050	Cre07.g326050.t1.1
Cre07.g337700	Cre07.g337700.t1.1
g8257	N/A
g8257	N/A
Cre07.g355050	Cre07.g355050.t1.2, Cre07.g355050.t2.1, Cre07.g355050.t3.1
Cre07.g330050	Cre07.g330050.t1.1
Cre07.g312050	Cre07.g312050.t1.1
Cre07.g343500	Cre07.g343500.t1.1
Cre07.g339104	Cre07.g339104.t1.2, Cre07.g339104.t2.1
g7888	N/A
Cre07.g351350	Cre07.g351350.t1.2
Cre07.g348800	Cre07.g348800.t1.1
Cre07.g339600	Cre07.g339600.t1.2
Cre07.g354551	Cre07.g354551.t1.2
Cre07.g334950	Cre07.g334950.t1.1
Cre07.g353300	Cre07.g353300.t1.2
g8147	Cre07.g350200.t1.2
Cre07.g346050	Cre07.g346050.t2.1, Cre07.g346050.t1.2
g8051	N/A
Cre07.g342950	Cre07.g342950.t1.2
g8073	Cre07.g346917.t1.1
Cre07.g353650	Cre07.g353650.t1.1
Cre07.g317400	Cre07.g317400.t1.1
Cre07.g332950	Cre07.g332950.t1.2
g7218	Cre07.g312002.t1.1
g7283	Cre07.g314800.t1.2
Cre07.g349550	Cre07.g349540.t2.1, Cre07.g349540.t1.1, Cre07.g349540.t3.1
g8133	N/A
g8133	N/A
g7364	Cre07.g318551.t1.1
Cre07.g317850	Cre07.g317850.t1.2
Cre07.g352350	Cre07.g352350.t1.2
Cre07.g329700	Cre07.g329700.t1.2
Cre07.g330950	Cre07.g330950.t1.2
Cre07.g351900	Cre07.g351900.t1.1
Cre07.g316450	Cre07.g316450.t1.1
Cre07.g327700	Cre07.g327700.t1.1
g7339	N/A
Cre07.g317450	Cre07.g317450.t1.1, Cre07.g317450.t2.1
Cre07.g321250	Cre07.g321250.t1.2
Cre07.g316650	Cre07.g316650.t1.1
Cre07.g344500	Cre07.g344500.t1.2
Cre07.g328800	Cre07.g328800.t1.1
g7239	Cre07.g312833.t1.1
Cre07.g352850	Cre07.g352850.t1.2
Cre07.g337118	Cre07.g337125.t1.1
Cre07.g331100	Cre07.g331100.t1.2
Cre07.g347600	Cre07.g347600.t1.1, Cre07.g347600.t2.1
g8089	N/A
Cre07.g339350	Cre07.g339350.t1.1
Cre07.g338050	Cre07.g338050.t1.2
Cre07.g335350	Cre07.g335350.t1.1
g7979	Cre07.g341952.t1.1
Cre07.g333050	Cre07.g333050.t1.2
Cre07.g326010	Cre07.g326010.t1.2
Cre07.g342800	Cre07.g342800.t1.1
Cre07.g343700	Cre07.g343700.t1.2
g7713	Cre07.g331500.t1.1
Cre07.g350700	Cre07.g350700.t1.1
Cre07.g336200	Cre07.g336200.t1.1
g7896	Cre07.g339500.t1.2
g8265	Cre07.g355433.t1.1
Cre07.g353100	Cre07.g353100.t1.1
g7574	Cre07.g325760.t1.1
g7386	Cre07.g319340.t1.1
Cre07.g356750	Cre07.g356750.t1.2
Cre07.g357950	Cre07.g357950.t1.2
Cre07.g322400	Cre07.g322400.t1.1
Cre07.g345750	Cre07.g345750.t1.1
Cre07.g312650	Cre07.g312650.t1.2
Cre07.g344850	Cre07.g344850.t1.2
Cre07.g334250	Cre07.g334250.t1.1
Cre07.g348600	Cre07.g348600.t1.1
Cre07.g334400	Cre07.g334400.t1.2
Cre07.g324000	Cre07.g324000.t1.2
Cre07.g314000	Cre07.g314000.t1.1
Cre07.g344050	Cre07.g344050.t1.1
g8220	N/A
Cre07.g353400	Cre07.g353400.t1.1, Cre07.g353400.t2.1
Cre07.g353450	Cre07.g353450.t1.2
g7530	Cre07.g325716.t1.1
Cre07.g357200	Cre07.g357200.t1.2
Cre07.g339700	Cre07.g339700.t1.2
Cre07.g341350	Cre07.g341350.t1.2
Cre07.g342050	Cre07.g342050.t1.2
Cre07.g330000	Cre07.g330000.t1.1
g8284	Cre07.g356316.t1.1
Cre07.g343650	Cre07.g343650.t1.1
Cre07.g312580	Cre07.g312580.t1.2
g7254	N/A
Cre07.g313400	Cre07.g313400.t2.1, Cre07.g313400.t1.1
g7305	Cre07.g315750.t1.2
Cre07.g325200	Cre07.g325200.t1.2
Cre07.g349100	Cre07.g349100.t1.1
g7566	Cre07.g325752.t1.1
Cre07.g343100	Cre07.g343101.t1.1
Cre07.g318200	Cre07.g318200.t1.1
Cre07.g326550	Cre07.g326550.t1.1
Cre07.g354200	Cre07.g354200.t1.2
g7654	N/A
Cre07.g329150	Cre07.g329150.t2.1, Cre07.g329150.t1.2
Cre07.g329861	Cre07.g329861.t1.2
Cre07.g332066	Cre07.g332066.t1.2, Cre07.g332066.t2.1
g7725	N/A
Cre07.g319950	Cre07.g319950.t1.2
Cre07.g345200	Cre07.g345200.t1.1
g7524	Cre07.g325710.t1.1
Cre07.g330550	Cre07.g330550.t1.2
Cre07.g350550	Cre07.g350550.t1.1
Cre07.g349300	Cre07.g349300.t1.2
Cre07.g337800	Cre07.g337800.t1.2
Cre07.g329050	Cre07.g329050.t1.2
Cre07.g355600	Cre07.g355600.t1.1
g7546	Cre07.g325731.t1.1
Cre07.g332450	Cre07.g332450.t1.2
g7489	Cre07.g324211.t2.1, Cre07.g324211.t1.1
g7489	Cre07.g324211.t2.1, Cre07.g324211.t1.1
Cre07.g324450	Cre07.g324450.t1.2
Cre07.g346300	Cre07.g346300.t1.2
Cre07.g342000	Cre07.g342000.t1.1
Cre07.g337450	Cre07.g337450.t1.1
g7565	Cre07.g325751.t1.1
Cre07.g357400	Cre07.g357400.t1.1
Cre07.g322250	Cre07.g322250.t1.2
g8064	Cre07.g346550.t1.1
Cre07.g319200	Cre07.g319200.t1.2
Cre07.g322600	Cre07.g322600.t1.1
Cre07.g320350	Cre07.g320350.t1.2
Cre07.g332700	Cre07.g332700.t1.1
Cre07.g335800	Cre07.g335800.t1.1
g7633	N/A
Cre07.g328150	Cre07.g328150.t2.1, Cre07.g328150.t1.1
Cre07.g337000	Cre07.g337000.t1.2
Cre07.g351000	Cre07.g351000.t1.1
Cre07.g320500	Cre07.g320500.t1.2
Cre07.g327550	Cre07.g327550.t1.2
g8082	Cre07.g347300.t1.1
Cre07.g355950	Cre07.g355950.t1.2
