CC2931-L1,CC2931-L2,CC2931-L3,CC2931-L4,CC2931-L5,CC2931-L6,CC2931-L7,CC2931-L9,CC2931-L10,CC2931-L11,CC2931-L13,CC2931-L14,CC2931-L15
CHLRE_17G718950V5,,,,,CHLRE_12G485900V5,,,,,,CHLRE_16G684650V5,CHLRE_10G442300V5
CHLRE_17G719400V5,,,,,CHLRE_12G485750V5,,,,,,CHLRE_16G683550V5,CHLRE_10G442400V5
CHLRE_17G719550V5,,,,,CHLRE_12G512750V5,,,,,,CHLRE_16G683500V5,CHLRE_10G442500V5
CHLRE_17G720350V5,,,,,CHLRE_12G512400V5,,,,,,CHLRE_16G682600V5,CHLRE_10G442550V5
CHLRE_17G721350V5,,,,,CHLRE_12G511750V5,,,,,,CHLRE_16G682350V5,CHLRE_10G443000V5
CHLRE_17G721650V5,,,,,CHLRE_12G511350V5,,,,,,CHLRE_16G681700V5,CHLRE_10G443450V5
CHLRE_17G722400V5,,,,,CHLRE_12G511300V5,,,,,,CHLRE_16G681500V5,CHLRE_10G444250V5
CHLRE_17G723400V5,,,,,CHLRE_12G510800V5,,,,,,CHLRE_16G680550V5,CHLRE_10G444450V5
CHLRE_17G724000V5,,,,,CHLRE_12G510600V5,,,,,,CHLRE_16G680350V5,CHLRE_10G444500V5
CHLRE_17G724700V5,,,,,CHLRE_12G510400V5,,,,,,CHLRE_16G680250V5,CHLRE_10G444700V5
CHLRE_17G725250V5,,,,,CHLRE_12G510250V5,,,,,,CHLRE_16G679850V5,CHLRE_10G445100V5
CHLRE_17G725750V5,,,,,CHLRE_12G510252V5,,,,,,CHLRE_16G679800V5,CHLRE_10G445800V5
CHLRE_17G726750V5,,,,,CHLRE_12G510200V5,,,,,,CHLRE_16G678900V5,CHLRE_10G446275V5
CHLRE_17G726800V5,,,,,CHLRE_12G510050V5,,,,,,CHLRE_16G676750V5,CHLRE_10G446450V5
CHLRE_17G727150V5,,,,,CHLRE_12G510034V5,,,,,,CHLRE_16G676600V5,CHLRE_10G447400V5
CHLRE_17G728450V5,,,,,CHLRE_12G509650V5,,,,,,CHLRE_16G676402V5,CHLRE_10G447450V5
CHLRE_17G729400V5,,,,,CHLRE_12G509100V5,,,,,,CHLRE_16G676350V5,CHLRE_10G447600V5
CHLRE_17G729800V5,,,,,CHLRE_12G509000V5,,,,,,CHLRE_16G675750V5,CHLRE_10G447650V5
CHLRE_17G730000V5,,,,,CHLRE_12G508850V5,,,,,,CHLRE_16G675500V5,CHLRE_10G448051V5
CHLRE_17G730600V5,,,,,CHLRE_12G508350V5,,,,,,CHLRE_16G674800V5,CHLRE_10G448450V5
CHLRE_17G731550V5,,,,,CHLRE_12G507950V5,,,,,,CHLRE_16G674750V5,CHLRE_10G448500V5
CHLRE_17G731571V5,,,,,CHLRE_12G507800V5,,,,,,CHLRE_16G674700V5,CHLRE_10G448550V5
CHLRE_17G732500V5,,,,,CHLRE_12G507559V5,,,,,,CHLRE_16G674100V5,CHLRE_10G448800V5
CHLRE_17G733208V5,,,,,CHLRE_12G507300V5,,,,,,CHLRE_16G674050V5,CHLRE_10G448900V5
CHLRE_17G735550V5,,,,,CHLRE_12G506550V5,,,,,,CHLRE_16G673850V5,CHLRE_10G449000V5
CHLRE_17G735900V5,,,,,CHLRE_12G506400V5,,,,,,CHLRE_16G673550V5,CHLRE_10G449550V5
CHLRE_17G736750V5,,,,,CHLRE_12G505350V5,,,,,,CHLRE_16G672050V5,CHLRE_10G449901V5
CHLRE_17G737650V5,,,,,CHLRE_12G503350V5,,,,,,CHLRE_16G672000V5,CHLRE_10G450050V5
CHLRE_17G738100V5,,,,,CHLRE_12G502650V5,,,,,,CHLRE_16G671600V5,CHLRE_10G450600V5
CHLRE_17G738600V5,,,,,CHLRE_12G502450V5,,,,,,CHLRE_16G672273V5,CHLRE_10G450650V5
CHLRE_17G738800V5,,,,,CHLRE_12G502050V5,,,,,,CHLRE_16G672385V5,CHLRE_10G450950V5
CHLRE_17G739450V5,,,,,CHLRE_12G502000V5,,,,,,CHLRE_16G672721V5,CHLRE_10G451250V5
CHLRE_17G739600V5,,,,,CHLRE_12G501900V5,,,,,,CHLRE_16G673281V5,CHLRE_10G451300V5
CHLRE_17G740700V5,,,,,CHLRE_12G501850V5,,,,,,CHLRE_16G673393V5,CHLRE_10G451700V5
CHLRE_17G740750V5,,,,,CHLRE_12G501550V5,,,,,,CHLRE_16G673841V5,CHLRE_10G451752V5
CHLRE_17G740800V5,,,,,CHLRE_12G501450V5,,,,,,CHLRE_16G677877V5,CHLRE_10G452250V5
CHLRE_17G740850V5,,,,,CHLRE_12G501403V5,,,,,,CHLRE_16G678549V5,CHLRE_10G452700V5
CHLRE_17G740900V5,,,,,CHLRE_12G500400V5,,,,,,CHLRE_16G678661V5,CHLRE_10G452850V5
CHLRE_17G741000V5,,,,,CHLRE_12G500250V5,,,,,,CHLRE_16G678997V5,CHLRE_10G453500V5
CHLRE_17G741500V5,,,,,CHLRE_12G499300V5,,,,,,CHLRE_16G680005V5,CHLRE_10G453650V5
CHLRE_17G744097V5,,,,,CHLRE_12G498750V5,,,,,,CHLRE_16G680117V5,CHLRE_10G454300V5
CHLRE_17G746097V5,,,,,CHLRE_12G498600V5,,,,,,CHLRE_16G680566V5,CHLRE_10G455500V5
CHLRE_17G747847V5,,,,,CHLRE_12G497800V5,,,,,,CHLRE_16G681690V5,CHLRE_10G455600V5
,,,,,CHLRE_12G497400V5,,,,,,CHLRE_16G684379V5,CHLRE_10G456350V5
,,,,,CHLRE_12G497300V5,,,,,,CHLRE_16G687406V5,CHLRE_10G456600V5
,,,,,CHLRE_12G497100V5,,,,,,CHLRE_16G687518V5,CHLRE_10G456750V5
,,,,,CHLRE_12G496900V5,,,,,,CHLRE_16G688414V5,CHLRE_10G458000V5
,,,,,CHLRE_12G496400V5,,,,,,CHLRE_16G690095V5,CHLRE_10G458626V5
,,,,,CHLRE_12G496200V5,,,,,,CHLRE_16G690655V5,CHLRE_10G458800V5
,,,,,CHLRE_12G496100V5,,,,,,CHLRE_16G692004V5,CHLRE_10G459700V5
,,,,,CHLRE_12G513254V5,,,,,,CHLRE_16G692228V5,CHLRE_10G459850V5
,,,,,CHLRE_12G513350V5,,,,,,CHLRE_17G696200V5,CHLRE_10G460650V5
,,,,,CHLRE_12G513400V5,,,,,,CHLRE_17G696300V5,CHLRE_10G461150V5
,,,,,CHLRE_12G513600V5,,,,,,CHLRE_17G696600V5,CHLRE_10G461200V5
,,,,,CHLRE_12G514100V5,,,,,,CHLRE_17G697000V5,CHLRE_10G461350V5
,,,,,CHLRE_12G514200V5,,,,,,CHLRE_17G697406V5,CHLRE_10G461450V5
,,,,,CHLRE_12G514250V5,,,,,,CHLRE_17G697600V5,CHLRE_10G461750V5
,,,,,CHLRE_12G514800V5,,,,,,CHLRE_17G697950V5,CHLRE_10G461851V5
,,,,,CHLRE_12G514900V5,,,,,,CHLRE_17G698000V5,CHLRE_10G462050V5
,,,,,CHLRE_12G515000V5,,,,,,CHLRE_17G698100V5,CHLRE_10G463300V5
,,,,,CHLRE_12G515050V5,,,,,,CHLRE_17G698500V5,CHLRE_10G463850V5
,,,,,CHLRE_12G515550V5,,,,,,CHLRE_17G699450V5,CHLRE_10G463900V5
,,,,,CHLRE_12G515650V5,,,,,,CHLRE_17G699500V5,CHLRE_10G464037V5
,,,,,CHLRE_12G515950V5,,,,,,CHLRE_17G699700V5,CHLRE_10G464100V5
,,,,,CHLRE_12G516350V5,,,,,,CHLRE_17G700800V5,CHLRE_10G464200V5
,,,,,CHLRE_12G516450V5,,,,,,CHLRE_17G701050V5,CHLRE_10G464250V5
,,,,,CHLRE_12G516600V5,,,,,,CHLRE_17G701150V5,CHLRE_10G464325V5
,,,,,CHLRE_12G516800V5,,,,,,CHLRE_17G702900V5,CHLRE_10G464500V5
,,,,,CHLRE_12G517000V5,,,,,,CHLRE_17G703450V5,CHLRE_10G465000V5
,,,,,CHLRE_12G517100V5,,,,,,CHLRE_17G703600V5,CHLRE_10G465500V5
,,,,,CHLRE_12G517350V5,,,,,,CHLRE_17G703650V5,CHLRE_10G465600V5
,,,,,CHLRE_12G517400V5,,,,,,CHLRE_17G703700V5,CHLRE_10G465650V5
,,,,,CHLRE_12G517451V5,,,,,,CHLRE_17G703750V5,CHLRE_10G466400V5
,,,,,CHLRE_12G517650V5,,,,,,CHLRE_17G703900V5,CHLRE_10G466500V5
,,,,,CHLRE_12G517681V5,,,,,,CHLRE_17G704400V5,CHLRE_10G466700V5
,,,,,CHLRE_12G517700V5,,,,,,CHLRE_17G704500V5,CHLRE_10G466750V5
,,,,,CHLRE_12G517850V5,,,,,,CHLRE_17G704550V5,CHLRE_10G467150V5
,,,,,CHLRE_12G517900V5,,,,,,CHLRE_17G704700V5,CHLRE_11G467530V5
,,,,,CHLRE_12G518200V5,,,,,,CHLRE_17G704750V5,CHLRE_11G467531V5
,,,,,CHLRE_12G518900V5,,,,,,CHLRE_17G704850V5,CHLRE_11G467535V5
,,,,,CHLRE_12G519150V5,,,,,,CHLRE_17G704901V5,CHLRE_11G467536V5
,,,,,CHLRE_12G519300V5,,,,,,CHLRE_17G705000V5,CHLRE_11G467537V5
,,,,,CHLRE_12G519350V5,,,,,,CHLRE_17G705100V5,CHLRE_11G467554V5
,,,,,CHLRE_12G519651V5,,,,,,CHLRE_17G705250V5,CHLRE_11G467558V5
,,,,,CHLRE_12G520350V5,,,,,,CHLRE_17G707137V5,CHLRE_11G467561V5
,,,,,CHLRE_12G521250V5,,,,,,CHLRE_17G709000V5,CHLRE_11G467565V5
,,,,,CHLRE_12G521700V5,,,,,,CHLRE_17G709500V5,CHLRE_11G467576V5
,,,,,CHLRE_12G521851V5,,,,,,CHLRE_17G709750V5,CHLRE_11G467581V5
,,,,,CHLRE_12G522050V5,,,,,,CHLRE_17G709850V5,CHLRE_11G467592V5
,,,,,CHLRE_12G522500V5,,,,,,CHLRE_17G709900V5,CHLRE_11G467598V5
,,,,,CHLRE_12G522600V5,,,,,,CHLRE_17G712000V5,CHLRE_11G467605V5
,,,,,CHLRE_12G523150V5,,,,,,CHLRE_17G713700V5,CHLRE_11G467612V5
,,,,,CHLRE_12G523500V5,,,,,,CHLRE_17G716500V5,CHLRE_11G467619V5
,,,,,CHLRE_12G523750V5,,,,,,CHLRE_17G716700V5,CHLRE_11G467626V5
,,,,,CHLRE_12G523950V5,,,,,,CHLRE_17G716750V5,CHLRE_11G467628V5
,,,,,CHLRE_12G524400V5,,,,,,CHLRE_17G718500V5,CHLRE_11G467632V5
,,,,,CHLRE_12G524750V5,,,,,,CHLRE_17G719250V5,CHLRE_11G467635V5
,,,,,CHLRE_12G525400V5,,,,,,CHLRE_17G720400V5,CHLRE_11G467647V5
,,,,,CHLRE_12G525550V5,,,,,,CHLRE_17G720900V5,CHLRE_11G467663V5
,,,,,CHLRE_12G526701V5,,,,,,CHLRE_17G723250V5,CHLRE_11G467665V5
,,,,,CHLRE_12G526750V5,,,,,,CHLRE_17G723500V5,CHLRE_11G467667V5
,,,,,CHLRE_12G527950V5,,,,,,CHLRE_17G724550V5,CHLRE_11G467670V5
,,,,,CHLRE_12G528000V5,,,,,,CHLRE_17G724600V5,CHLRE_11G467671V5
,,,,,CHLRE_12G528100V5,,,,,,CHLRE_17G725750V5,CHLRE_11G467674V5
,,,,,CHLRE_12G528250V5,,,,,,CHLRE_17G726000V5,CHLRE_11G467679V5
,,,,,CHLRE_12G530650V5,,,,,,CHLRE_17G726150V5,CHLRE_11G467683V5
,,,,,CHLRE_12G531800V5,,,,,,CHLRE_17G726750V5,CHLRE_11G467688V5
,,,,,CHLRE_12G531950V5,,,,,,CHLRE_17G726850V5,CHLRE_11G467695V5
,,,,,CHLRE_12G532100V5,,,,,,CHLRE_17G727150V5,CHLRE_11G467696V5
,,,,,CHLRE_12G532327V5,,,,,,CHLRE_17G727326V5,CHLRE_11G467698V5
,,,,,CHLRE_12G532550V5,,,,,,CHLRE_17G728100V5,CHLRE_11G467699V5
,,,,,CHLRE_12G532867V5,,,,,,CHLRE_17G728976V5,CHLRE_11G468700V5
,,,,,CHLRE_12G533100V5,,,,,,CHLRE_17G730000V5,CHLRE_11G468450V5
,,,,,CHLRE_12G533450V5,,,,,,CHLRE_17G730150V5,CHLRE_11G468400V5
,,,,,CHLRE_12G533550V5,,,,,,CHLRE_17G730483V5,CHLRE_11G468000V5
,,,,,CHLRE_12G534000V5,,,,,,CHLRE_17G730750V5,CHLRE_11G467791V5
,,,,,CHLRE_12G534100V5,,,,,,CHLRE_17G731571V5,CHLRE_11G467784V5
,,,,,CHLRE_12G534200V5,,,,,,CHLRE_17G731591V5,CHLRE_11G467767V5
,,,,,CHLRE_12G534400V5,,,,,,CHLRE_17G732100V5,CHLRE_11G467765V5
,,,,,CHLRE_12G534450V5,,,,,,CHLRE_17G733250V5,CHLRE_11G467762V5
,,,,,CHLRE_12G534700V5,,,,,,CHLRE_17G734961V5,CHLRE_11G467761V5
,,,,,CHLRE_12G535201V5,,,,,,CHLRE_17G735350V5,CHLRE_11G467744V5
,,,,,CHLRE_12G535250V5,,,,,,CHLRE_17G735450V5,CHLRE_11G467741V5
,,,,,CHLRE_12G535650V5,,,,,,CHLRE_17G735950V5,CHLRE_11G467737V5
,,,,,CHLRE_12G536050V5,,,,,,CHLRE_17G738600V5,CHLRE_11G467730V5
,,,,,CHLRE_12G536100V5,,,,,,CHLRE_17G739450V5,CHLRE_11G467727V5
,,,,,CHLRE_12G537250V5,,,,,,CHLRE_17G740800V5,CHLRE_11G467725V5
,,,,,CHLRE_12G537400V5,,,,,,CHLRE_17G741850V5,CHLRE_11G467720V5
,,,,,CHLRE_12G537950V5,,,,,,CHLRE_17G741900V5,CHLRE_02G095136V5
,,,,,CHLRE_12G538050V5,,,,,,CHLRE_17G741950V5,CHLRE_02G095129V5
,,,,,CHLRE_12G538200V5,,,,,,CHLRE_17G743547V5,CHLRE_02G095121V5
,,,,,CHLRE_12G538550V5,,,,,,CHLRE_17G743897V5,CHLRE_02G095116V5
,,,,,CHLRE_12G538750V5,,,,,,CHLRE_17G744547V5,CHLRE_02G095102V5
,,,,,CHLRE_12G538950V5,,,,,,CHLRE_17G745447V5,CHLRE_02G095096V5
,,,,,CHLRE_12G539000V5,,,,,,CHLRE_17G746197V5,CHLRE_02G095092V5
,,,,,CHLRE_12G560900V5,,,,,,,CHLRE_02G095089V5
,,,,,CHLRE_12G560650V5,,,,,,,CHLRE_02G095087V5
,,,,,CHLRE_12G560150V5,,,,,,,CHLRE_02G095074V5
,,,,,CHLRE_12G559850V5,,,,,,,CHLRE_02G095058V5
,,,,,CHLRE_12G559700V5,,,,,,,CHLRE_11G474800V5
,,,,,CHLRE_12G559550V5,,,,,,,CHLRE_11G474850V5
,,,,,CHLRE_12G559400V5,,,,,,,CHLRE_11G475150V5
,,,,,CHLRE_12G559000V5,,,,,,,CHLRE_11G475500V5
,,,,,CHLRE_12G558950V5,,,,,,,CHLRE_11G475626V5
,,,,,CHLRE_12G558900V5,,,,,,,CHLRE_11G475950V5
,,,,,CHLRE_12G558526V5,,,,,,,CHLRE_11G476000V5
,,,,,CHLRE_12G558450V5,,,,,,,CHLRE_11G476450V5
,,,,,CHLRE_12G558400V5,,,,,,,CHLRE_11G476650V5
,,,,,CHLRE_12G558350V5,,,,,,,CHLRE_11G476700V5
,,,,,CHLRE_12G557950V5,,,,,,,CHLRE_11G476750V5
,,,,,CHLRE_12G557900V5,,,,,,,CHLRE_11G477050V5
,,,,,CHLRE_12G557800V5,,,,,,,CHLRE_11G477150V5
,,,,,CHLRE_12G557450V5,,,,,,,CHLRE_11G477200V5
,,,,,CHLRE_12G557350V5,,,,,,,CHLRE_11G477450V5
,,,,,CHLRE_12G557300V5,,,,,,,CHLRE_11G477700V5
,,,,,CHLRE_12G556600V5,,,,,,,CHLRE_11G477800V5
,,,,,CHLRE_12G555800V5,,,,,,,CHLRE_11G477950V5
,,,,,CHLRE_12G555450V5,,,,,,,CHLRE_11G479600V5
,,,,,CHLRE_12G555001V5,,,,,,,CHLRE_11G480050V5
,,,,,CHLRE_12G554800V5,,,,,,,CHLRE_11G480200V5
,,,,,CHLRE_12G554350V5,,,,,,,CHLRE_11G480451V5
,,,,,CHLRE_12G554100V5,,,,,,,CHLRE_11G481400V5
,,,,,CHLRE_12G553750V5,,,,,,,CHLRE_11G481700V5
,,,,,CHLRE_12G552700V5,,,,,,,CHLRE_11G481866V5
,,,,,CHLRE_12G552150V5,,,,,,,CHLRE_11G482550V5
,,,,,CHLRE_12G551501V5,,,,,,,CHLRE_11G482841V5
,,,,,CHLRE_12G551050V5,,,,,,,CHLRE_11G482850V5
,,,,,CHLRE_12G550750V5,,,,,,,CHLRE_11G482952V5
,,,,,CHLRE_12G550650V5,,,,,,,CHLRE_12G483600V5
,,,,,CHLRE_12G549550V5,,,,,,,CHLRE_12G494950V5
,,,,,CHLRE_12G549400V5,,,,,,,CHLRE_12G494250V5
,,,,,CHLRE_12G548950V5,,,,,,,CHLRE_12G493350V5
,,,,,CHLRE_12G548650V5,,,,,,,CHLRE_12G493300V5
,,,,,CHLRE_12G548500V5,,,,,,,CHLRE_12G493050V5
,,,,,CHLRE_12G548400V5,,,,,,,CHLRE_12G492850V5
,,,,,CHLRE_12G548200V5,,,,,,,CHLRE_12G492851V5
,,,,,CHLRE_12G548050V5,,,,,,,CHLRE_12G492700V5
,,,,,CHLRE_12G547750V5,,,,,,,CHLRE_12G492500V5
,,,,,CHLRE_12G547650V5,,,,,,,CHLRE_12G492150V5
,,,,,CHLRE_12G547500V5,,,,,,,CHLRE_12G495956V5
,,,,,CHLRE_12G547350V5,,,,,,,CHLRE_12G491951V5
,,,,,CHLRE_12G547050V5,,,,,,,CHLRE_12G490800V5
,,,,,CHLRE_12G546700V5,,,,,,,CHLRE_12G490200V5
,,,,,CHLRE_12G546350V5,,,,,,,CHLRE_12G489850V5
,,,,,CHLRE_12G546100V5,,,,,,,CHLRE_12G489650V5
,,,,,CHLRE_12G546050V5,,,,,,,CHLRE_12G489200V5
,,,,,CHLRE_12G545900V5,,,,,,,CHLRE_12G489150V5
,,,,,CHLRE_12G545700V5,,,,,,,CHLRE_12G488750V5
,,,,,CHLRE_12G545600V5,,,,,,,CHLRE_12G488450V5
,,,,,CHLRE_12G545550V5,,,,,,,CHLRE_12G487700V5
,,,,,CHLRE_12G544750V5,,,,,,,CHLRE_12G487601V5
,,,,,CHLRE_12G544450V5,,,,,,,CHLRE_12G487450V5
,,,,,CHLRE_12G544400V5,,,,,,,CHLRE_12G487400V5
,,,,,CHLRE_12G544050V5,,,,,,,CHLRE_12G487200V5
,,,,,CHLRE_12G543900V5,,,,,,,CHLRE_12G486851V5
,,,,,CHLRE_12G543500V5,,,,,,,CHLRE_12G486850V5
,,,,,CHLRE_12G543300V5,,,,,,,CHLRE_12G486750V5
,,,,,CHLRE_12G543050V5,,,,,,,CHLRE_12G485750V5
,,,,,CHLRE_12G542850V5,,,,,,,CHLRE_12G512600V5
,,,,,CHLRE_12G542750V5,,,,,,,CHLRE_12G512450V5
,,,,,CHLRE_12G542450V5,,,,,,,CHLRE_12G511950V5
,,,,,CHLRE_12G542350V5,,,,,,,CHLRE_12G511900V5
,,,,,CHLRE_12G541800V5,,,,,,,CHLRE_12G511750V5
,,,,,CHLRE_12G541700V5,,,,,,,CHLRE_12G511650V5
,,,,,CHLRE_12G541500V5,,,,,,,CHLRE_12G510800V5
,,,,,CHLRE_12G541400V5,,,,,,,CHLRE_12G510500V5
,,,,,CHLRE_12G540700V5,,,,,,,CHLRE_12G510252V5
,,,,,CHLRE_12G540250V5,,,,,,,CHLRE_12G510200V5
,,,,,CHLRE_12G540150V5,,,,,,,CHLRE_12G509500V5
,,,,,CHLRE_12G540051V5,,,,,,,CHLRE_12G509400V5
,,,,,CHLRE_12G555803V5,,,,,,,CHLRE_12G509150V5
,,,,,CHLRE_12G554528V5,,,,,,,CHLRE_12G508900V5
,,,,,CHLRE_12G553678V5,,,,,,,CHLRE_12G508852V5
,,,,,CHLRE_12G549852V5,,,,,,,CHLRE_12G508550V5
,,,,,CHLRE_12G543477V5,,,,,,,CHLRE_12G508500V5
,,,,,CHLRE_12G543052V5,,,,,,,CHLRE_12G508450V5
,,,,,CHLRE_13G562031V5,,,,,,,CHLRE_12G507909V5
,,,,,CHLRE_13G562062V5,,,,,,,CHLRE_12G507800V5
,,,,,CHLRE_13G562150V5,,,,,,,CHLRE_12G507559V5
,,,,,CHLRE_13G562300V5,,,,,,,CHLRE_12G507051V5
,,,,,CHLRE_13G562526V5,,,,,,,CHLRE_12G506600V5
,,,,,CHLRE_13G562650V5,,,,,,,CHLRE_12G506500V5
,,,,,CHLRE_13G562750V5,,,,,,,CHLRE_12G506450V5
,,,,,CHLRE_13G563300V5,,,,,,,CHLRE_12G505750V5
,,,,,CHLRE_13G563500V5,,,,,,,CHLRE_12G505650V5
,,,,,CHLRE_13G564100V5,,,,,,,CHLRE_12G505300V5
,,,,,CHLRE_13G565250V5,,,,,,,CHLRE_12G503200V5
,,,,,CHLRE_13G565600V5,,,,,,,CHLRE_12G502901V5
,,,,,CHLRE_13G565750V5,,,,,,,CHLRE_12G502000V5
,,,,,CHLRE_13G565950V5,,,,,,,CHLRE_12G501900V5
,,,,,CHLRE_13G566200V5,,,,,,,CHLRE_12G501550V5
,,,,,CHLRE_13G566400V5,,,,,,,CHLRE_12G501450V5
,,,,,CHLRE_13G566550V5,,,,,,,CHLRE_12G501150V5
,,,,,CHLRE_13G566600V5,,,,,,,CHLRE_12G500500V5
,,,,,CHLRE_13G566850V5,,,,,,,CHLRE_12G500200V5
,,,,,CHLRE_13G568500V5,,,,,,,CHLRE_12G500150V5
,,,,,CHLRE_13G568800V5,,,,,,,CHLRE_12G499500V5
,,,,,CHLRE_13G569200V5,,,,,,,CHLRE_12G499100V5
,,,,,CHLRE_13G569250V5,,,,,,,CHLRE_12G498800V5
,,,,,CHLRE_13G569400V5,,,,,,,CHLRE_12G498750V5
,,,,,CHLRE_13G569651V5,,,,,,,CHLRE_12G498450V5
,,,,,CHLRE_13G569700V5,,,,,,,CHLRE_12G498300V5
,,,,,CHLRE_13G569750V5,,,,,,,CHLRE_12G497800V5
,,,,,CHLRE_13G570900V5,,,,,,,CHLRE_12G497650V5
,,,,,CHLRE_13G571400V5,,,,,,,CHLRE_12G497652V5
,,,,,CHLRE_13G571650V5,,,,,,,CHLRE_12G497500V5
,,,,,CHLRE_13G571700V5,,,,,,,CHLRE_12G497250V5
,,,,,CHLRE_13G572500V5,,,,,,,CHLRE_12G497101V5
,,,,,CHLRE_13G572550V5,,,,,,,CHLRE_12G496700V5
,,,,,CHLRE_13G572950V5,,,,,,,CHLRE_12G496500V5
,,,,,CHLRE_13G573150V5,,,,,,,CHLRE_12G496400V5
,,,,,CHLRE_13G573200V5,,,,,,,CHLRE_12G496300V5
,,,,,CHLRE_13G573400V5,,,,,,,CHLRE_12G512950V5
,,,,,CHLRE_13G573500V5,,,,,,,CHLRE_12G513150V5
,,,,,CHLRE_13G573900V5,,,,,,,CHLRE_12G513400V5
,,,,,CHLRE_13G574050V5,,,,,,,CHLRE_12G513500V5
,,,,,CHLRE_13G574100V5,,,,,,,CHLRE_12G514000V5
,,,,,CHLRE_13G574300V5,,,,,,,CHLRE_12G514100V5
,,,,,CHLRE_13G575250V5,,,,,,,CHLRE_12G514400V5
,,,,,CHLRE_13G575600V5,,,,,,,CHLRE_12G515150V5
,,,,,CHLRE_13G576050V5,,,,,,,CHLRE_12G515301V5
,,,,,CHLRE_13G576200V5,,,,,,,CHLRE_12G515400V5
,,,,,CHLRE_13G577500V5,,,,,,,CHLRE_12G515450V5
,,,,,CHLRE_13G577600V5,,,,,,,CHLRE_12G515750V5
,,,,,CHLRE_13G577900V5,,,,,,,CHLRE_12G516250V5
,,,,,CHLRE_13G577950V5,,,,,,,CHLRE_12G516400V5
,,,,,CHLRE_13G578451V5,,,,,,,CHLRE_12G516650V5
,,,,,CHLRE_13G578850V5,,,,,,,CHLRE_12G517150V5
,,,,,CHLRE_13G579200V5,,,,,,,CHLRE_12G517400V5
,,,,,CHLRE_13G579598V5,,,,,,,CHLRE_12G517850V5
,,,,,CHLRE_13G580050V5,,,,,,,CHLRE_12G517950V5
,,,,,CHLRE_13G580450V5,,,,,,,CHLRE_12G518400V5
,,,,,CHLRE_13G580600V5,,,,,,,CHLRE_12G518500V5
,,,,,CHLRE_13G580650V5,,,,,,,CHLRE_12G518950V5
,,,,,CHLRE_13G580800V5,,,,,,,CHLRE_12G519850V5
,,,,,CHLRE_13G581050V5,,,,,,,CHLRE_12G520000V5
,,,,,CHLRE_13G582850V5,,,,,,,CHLRE_12G520100V5
,,,,,CHLRE_13G583050V5,,,,,,,CHLRE_12G520500V5
,,,,,CHLRE_13G583350V5,,,,,,,CHLRE_12G520850V5
,,,,,CHLRE_13G583400V5,,,,,,,CHLRE_12G520900V5
,,,,,CHLRE_13G583450V5,,,,,,,CHLRE_12G521100V5
,,,,,CHLRE_13G584400V5,,,,,,,CHLRE_12G521350V5
,,,,,CHLRE_13G584500V5,,,,,,,CHLRE_12G521550V5
,,,,,CHLRE_13G586200V5,,,,,,,CHLRE_12G521851V5
,,,,,CHLRE_13G586350V5,,,,,,,CHLRE_12G522300V5
,,,,,CHLRE_13G586550V5,,,,,,,CHLRE_12G522650V5
,,,,,CHLRE_13G586600V5,,,,,,,CHLRE_12G522700V5
,,,,,CHLRE_13G587550V5,,,,,,,CHLRE_12G522750V5
,,,,,CHLRE_13G588100V5,,,,,,,CHLRE_12G522950V5
,,,,,CHLRE_13G589200V5,,,,,,,CHLRE_12G523250V5
,,,,,CHLRE_13G589250V5,,,,,,,CHLRE_12G523750V5
,,,,,CHLRE_13G589400V5,,,,,,,CHLRE_12G524000V5
,,,,,CHLRE_13G590650V5,,,,,,,CHLRE_12G524250V5
,,,,,CHLRE_13G591450V5,,,,,,,CHLRE_12G524850V5
,,,,,CHLRE_13G591800V5,,,,,,,CHLRE_12G524900V5
,,,,,CHLRE_13G591900V5,,,,,,,CHLRE_12G525300V5
,,,,,CHLRE_13G592200V5,,,,,,,CHLRE_12G525750V5
,,,,,CHLRE_13G592500V5,,,,,,,CHLRE_12G525950V5
,,,,,CHLRE_13G592550V5,,,,,,,CHLRE_12G526650V5
,,,,,CHLRE_13G602600V5,,,,,,,CHLRE_12G527100V5
,,,,,CHLRE_13G602650V5,,,,,,,CHLRE_12G527200V5
,,,,,CHLRE_13G602950V5,,,,,,,CHLRE_12G527250V5
,,,,,CHLRE_13G603225V5,,,,,,,CHLRE_12G527400V5
,,,,,CHLRE_13G604250V5,,,,,,,CHLRE_12G527600V5
,,,,,CHLRE_13G604450V5,,,,,,,CHLRE_12G528050V5
,,,,,CHLRE_13G604750V5,,,,,,,CHLRE_12G528200V5
,,,,,CHLRE_13G604800V5,,,,,,,CHLRE_12G528650V5
,,,,,CHLRE_13G604850V5,,,,,,,CHLRE_12G528700V5
,,,,,CHLRE_13G605550V5,,,,,,,CHLRE_12G528750V5
,,,,,CHLRE_13G606050V5,,,,,,,CHLRE_12G528800V5
,,,,,CHLRE_13G606150V5,,,,,,,CHLRE_12G530700V5
,,,,,CHLRE_13G606250V5,,,,,,,CHLRE_12G530750V5
,,,,,CHLRE_13G606750V5,,,,,,,CHLRE_12G531050V5
,,,,,CHLRE_13G607000V5,,,,,,,CHLRE_12G531400V5
,,,,,CHLRE_13G607150V5,,,,,,,CHLRE_12G531450V5
,,,,,CHLRE_13G607750V5,,,,,,,CHLRE_12G531950V5
,,,,,CHLRE_13G607850V5,,,,,,,CHLRE_12G532151V5
